Code,Title,Description,Link
94104,"Inspectors and testers, mineral and metal processing","Inspectors and testers in mineral and metal processing inspect, grade, sample or test raw materials and products from mineral ore and metal processing operations. They are employed in mineral ore and metal processing plants such as copper, lead and zinc refineries, uranium processing plants, steel mills, aluminum plants, precious metal refineries, cement processing plants, clay, glass and stone processing plants and foundries.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=dqyOyEle%2FCknldEUT0Oej7CsWvYne5UTAhA243tgDnI%3D
94105,Metalworking and forging machine operators,"Light metalworking machine operators operate metalworking machines which shape and form sheet or other light metal into parts or products. Heavy metalworking machine operators operate metalworking machines which shape and form steel or other heavy metal into parts or products. Forging machine operators operate forging machines to form and shape metal into various shapes and sizes and impart desired strength, hardness or other characteristics. Light metalworking machine operators are employed by sheet metal products manufacturing companies, sheet metal shops and other light metal products manufacturing establishments. Heavy metalworking machine operators are employed by structural steel fabrication, boiler and platework manufacturing companies, heavy machinery manufacturing companies and in the shipbuilding industry. Forging machine operators are employed primarily in the fabricated metal products, machinery and transportation equipment manufacturing industries.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=syblPznNIsxNwRnwHiaKOxSwOZoHl44BKMG%2FELlxC70%3D
94106,Machining tool operators,Machining tool operators set up and operate or tend metal-cutting machines designed for repetitive machining work. They are employed by metal products and other manufacturing companies and in machine shops. This unit group also includes workers who etch or chemically mill metal pieces.,https://noc.esdc.gc.ca/Structure/NocProfile?objectid=9f7zLUemdlIJ7e%2FP2GK0TazM6mHgTr6lWqHZ4gvt5DM%3D
94107,Machine operators of other metal products,"Machine operators of other metal products operate one or more automatic or multi-purpose machines to produce a variety of metal parts and products, such as wire mesh, nails, bolts and chains. They are employed by a wide variety of metal products manufacturing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=eBdmV5Q6ylNTt7cqrnodgN5sTf5KS85MnXH0pB3JlDY%3D
94110,Chemical plant machine operators,"Chemical plant machine operators monitor and operate units and machinery to blend, mix, process and package a wide range of specialty chemicals, pharmaceuticals, cleaning and toiletry products. They are primarily employed in chemical, cleaning compound, ink and adhesive industries, but may also be employed by chemical processing departments in other industries.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=hD6W0f2rs8GS33SXiag7Wh%2FDzK%2FHo%2BLDt215uu5xmoM%3D
94111,Plastics processing machine operators,"Plastics processing machine operators set up and operate plastic mixing, calendering, extruding and moulding processing machines used in the manufacture of plastic parts and plastic products. They are employed by plastic products manufacturing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=MWeVmxuT4uVuK%2FTaw5VFUM2D6vWc%2BY6h6od4tpja%2FO0%3D
94112,Rubber processing machine operators and related workers,Rubber processing machine operators and related workers operate rubber processing machinery and assemble and inspect rubber products. They are employed by tire manufacturers and other rubber products manufacturing companies.,https://noc.esdc.gc.ca/Structure/NocProfile?objectid=7Z1hXBHBC1fja%2B2hxxdhOlguQIALI6Nddahi53Twgf0%3D
94120,Sawmill machine operators,"Sawmill machine operators operate, monitor and control automated lumbermill equipment to saw timber logs into rough lumber; saw, trim and plane rough lumber into dressed lumber of various sizes; and saw or split shingles and shakes. They are employed in sawmills and planing mills.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=Zqhg17a5D8rSxAt93oiOvSUiBxsm%2BvCbxk9nr6Mx9Nk%3D
94121,"Pulp mill, papermaking and finishing machine operators","Pulp mill and papermaking and finishing machine operators operate and monitor various types of processing machinery and equipment to produce pulp and assist papermaking and coating control operators to produce, coat and finish paper. They are employed by pulp and paper companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=DavWYJzidnY3830S0rKbB5TqPd0Ulbjbaw6y%2B4zQTMU%3D
94122,Paper converting machine operators,"Paper converting machine operators operate various machines which fabricate and assemble paper products such as paper bags, containers, boxes, envelopes and similar articles. They are employed by paper products manufacturing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=yY5XigVMUQtpBWayUg8NIxIYhwFH3mB6MnSsTTPf%2FxI%3D
94123,Lumber graders and other wood processing inspectors and graders,"Lumber graders and other wood processing inspectors and graders inspect and grade lumber, shingles, veneer, waferboard and similar wood products to identify defects, ensure conformance to company specifications and classify products according to industry standards. They are employed by sawmills, planing mills, wood treatment plants, waferboard plants and other wood processing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=C5eIWB9gc%2F1n6naVOAPLSGvu%2BrrPLw9%2FPyxIn2WHCsw%3D
94124,Woodworking machine operators,"Woodworking machine operators set up, program and operate one or more woodworking machines to fabricate or repair wooden parts for furniture, fixtures or other wood products. They are employed in furniture, fixture and other wood products manufacturing establishments.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=mx6MydTcZk0HHQAmkqKLx6cITBaAiXil3qR1CyIcYrc%3D
94129,Other wood processing machine operators,"Other wood processing machine operators operate and tend wood processing equipment and machines to remove bark from logs, produce wood chips, preserve and treat wood, and produce waferboards, particleboards, hardboards, insulation boards, plywood, veneers and similar wood products. They are employed in sawmills, woodrooms of pulp mills, planing mills, wood treatment plants, waferboard plants and other wood processing plants.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=sr7mxZCQKxQFwaga8loMktnCT2V4ms%2B1HhWK28KiQv8%3D
94130,"Textile fibre and yarn, hide and pelt processing machine operators and workers","Textile fibre and yarn, hide and pelt processing machine operators and workers operate machines to prepare textile fibres; spin, wind or twist yarn or thread; and bleach, dye or finish yarn, thread, cloth or textile products. They are employed by textile manufacturing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=BlmBmkQxbQFV2MM6C2F3HRSCFqQdA5FwzTeGFYMe788%3D
94131,"Weavers, knitters and other fabric making occupations","Weavers, knitters and other workers in fabric making occupations operate machines to process yarn or thread into woven, non-woven and knitted products such as cloth, lace, carpets, rope, industrial fabric, hosiery and knitted garments or to quilt and embroider fabric. This unit group also includes workers who perform activities such as reproducing patterns, drawing-in and tying warps and setting up looms. They are employed by textile companies and by garment and mattress manufacturing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=eDgxCCLwBehIDdXEWqryq%2Bt14z1C9tzqgxTx%2F6vJFh8%3D
94132,Industrial sewing machine operators,"Industrial sewing machine operators operate sewing machines to sew fabric, fur, leather or synthetic materials to produce or repair garments and other articles. They are employed in clothing, footwear, textile products, fur products and other manufacturing establishments and by furriers.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=EapAiyBbsTRgrHLMtWaT7KBbKpqbJdSHHxd2whyjH84%3D
94133,"Inspectors and graders, textile, fabric, fur and leather products manufacturing","Inspectors and graders in textile, fabric, fur and leather products manufacturing inspect and grade textile, fabric, fur and leather products. They are employed by textile companies, leather tanning and fur dressing establishments and garment, fur and leather products manufacturers.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=nf0%2BXNIrra6K8u7mb%2BZvM00lWrh7d1FsZiDJddhmVaI%3D
94140,"Process control and machine operators, food and beverage processing","Process control and machine operators in food and beverage processing operate multi-function process control machinery and single-function machines to process and package food and beverage products. They are employed in fruit and vegetable processing plants, dairies, flour mills, bakeries, sugar refineries, meat plants, breweries, and other food and beverage processing establishments.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=vy2PQ2yKLaLWIeA8Ej3SWbcxPxeqazrCDK81jlbh29o%3D
94141,"Industrial butchers and meat cutters, poultry preparers and related workers","Industrial butchers and meat cutters, poultry preparers and related workers prepare meat and poultry for further processing or for packaging for wholesale distribution. They are employed in meat and poultry slaughtering, processing and packing establishments.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=5ZxpaUmL9l1tETF7gS4KmR0fVHiwbG5w0%2FF67lIKJBI%3D
94142,Fish and seafood plant workers,"Fish and seafood plant workers set up and operate machinery to process and package fish and seafood products. Fish and seafood plant cutters and cleaners cut, trim and clean fish or seafood by hand. They are employed in fish and seafood processing plants.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=x%2B%2FlCOw9qqOeRLFdri4BcjqaN7O7HwldF6Gpi55ta1Y%3D
94143,"Testers and graders, food and beverage processing","Testers and graders in food and beverage processing test or grade ingredients and finished food or beverage products to ensure conformance to company standards. They are employed in fruit and vegetable processing plants, dairies, flour mills, bakeries, sugar refineries, fish plants, meat plants, breweries and other food and beverage processing plants.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=WEN9Eu1mLQ5m5CvYEKoq0C9vyHA8yoIigjAtb15d66M%3D
